,Unnamed: 0,activity_name,lifecycle:transition,org:resource,end_timestamp,Activity,resource,case_id,case:variant,case:variant-index,case:creator,start_timestamp,agent
395,395,Analyze Request for Quotation,complete,Karel de Groot,2011-01-04 16:12:00+00:00,Analyze Request for Quotation,Karel de Groot,21,Variant 24,24,Fluxicon Disco,2011-01-04 15:51:00+00:00,2
396,396,Amend Request for Quotation,complete,Esmana Liubiata,2011-01-04 17:10:00+00:00,Amend Request for Quotation,Esmana Liubiata,21,Variant 24,24,Fluxicon Disco,2011-01-04 17:03:00+00:00,5
397,397,Analyze Request for Quotation,complete,Magdalena Predutta,2011-01-04 18:30:00+00:00,Analyze Request for Quotation,Magdalena Predutta,21,Variant 24,24,Fluxicon Disco,2011-01-04 18:08:00+00:00,7
398,398,Amend Request for Quotation,complete,Elvira Lores,2011-01-04 19:28:00+00:00,Amend Request for Quotation,Elvira Lores,21,Variant 24,24,Fluxicon Disco,2011-01-04 19:18:00+00:00,19
399,399,Analyze Request for Quotation,complete,Karel de Groot,2011-01-04 22:48:00+00:00,Analyze Request for Quotation,Karel de Groot,21,Variant 24,24,Fluxicon Disco,2011-01-04 22:18:00+00:00,2
400,400,Send Request for Quotation to Supplier,complete,Francois de Perrier,2011-01-05 07:26:00+00:00,Send Request for Quotation to Supplier,Francois de Perrier,21,Variant 24,24,Fluxicon Disco,2011-01-05 07:14:00+00:00,8
401,401,Create Quotation comparison Map,complete,Magdalena Predutta,2011-01-06 05:22:00+00:00,Create Quotation comparison Map,Magdalena Predutta,21,Variant 24,24,Fluxicon Disco,2011-01-06 00:41:00+00:00,7
402,402,Analyze Quotation Comparison Map,complete,Immanuel Karagianni,2011-01-06 12:21:00+00:00,Analyze Quotation Comparison Map,Immanuel Karagianni,21,Variant 24,24,Fluxicon Disco,2011-01-06 11:55:00+00:00,1
403,403,Choose best option,complete,Immanuel Karagianni,2011-01-06 12:21:00+00:00,Choose best option,Immanuel Karagianni,21,Variant 24,24,Fluxicon Disco,2011-01-06 12:21:00+00:00,1
404,404,Settle Conditions With Supplier,complete,Magdalena Predutta,2011-01-06 20:35:00+00:00,Settle Conditions With Supplier,Magdalena Predutta,21,Variant 24,24,Fluxicon Disco,2011-01-06 15:44:00+00:00,7
405,405,Create Purchase Order,complete,Karel de Groot,2011-01-06 22:08:00+00:00,Create Purchase Order,Karel de Groot,21,Variant 24,24,Fluxicon Disco,2011-01-06 21:56:00+00:00,2
406,406,Confirm Purchase Order,complete,Kiu Kan,2011-01-07 06:45:00+00:00,Confirm Purchase Order,Kiu Kan,21,Variant 24,24,Fluxicon Disco,2011-01-07 06:39:00+00:00,24
407,407,Deliver Goods Services,complete,Carmen Finacse,2011-01-09 11:02:00+00:00,Deliver Goods Services,Carmen Finacse,21,Variant 24,24,Fluxicon Disco,2011-01-07 12:47:00+00:00,22
408,408,Release Purchase Order,complete,Anne Olwada,2011-01-09 18:44:00+00:00,Release Purchase Order,Anne Olwada,21,Variant 24,24,Fluxicon Disco,2011-01-09 18:43:00+00:00,14
409,409,Approve Purchase Order for payment,complete,Karel de Groot,2011-01-12 06:27:00+00:00,Approve Purchase Order for payment,Karel de Groot,21,Variant 24,24,Fluxicon Disco,2011-01-12 06:26:00+00:00,2
410,410,Send Invoice,complete,Karen Clarens,2011-01-16 11:33:00+00:00,Send Invoice,Karen Clarens,21,Variant 24,24,Fluxicon Disco,2011-01-16 11:33:00+00:00,23
411,411,Release Supplier's Invoice,complete,Karalda Nimwada,2011-01-17 01:57:00+00:00,Release Supplier's Invoice,Karalda Nimwada,21,Variant 24,24,Fluxicon Disco,2011-01-17 01:53:00+00:00,25
412,412,Authorize Supplier's Invoice payment,complete,Karalda Nimwada,2011-01-17 01:57:00+00:00,Authorize Supplier's Invoice payment,Karalda Nimwada,21,Variant 24,24,Fluxicon Disco,2011-01-17 01:57:00+00:00,25
413,413,Pay Invoice,complete,Karalda Nimwada,2011-01-17 03:06:00+00:00,Pay Invoice,Karalda Nimwada,21,Variant 24,24,Fluxicon Disco,2011-01-17 02:51:00+00:00,25
414,414,Create Purchase Requisition,complete,Elvira Lores,2011-01-03 04:05:00+00:00,Create Purchase Requisition,Elvira Lores,22,Variant 48,48,Fluxicon Disco,2011-01-03 03:38:00+00:00,19
415,415,Analyze Purchase Requisition,complete,Maris Freeman,2011-01-03 23:04:00+00:00,Analyze Purchase Requisition,Maris Freeman,22,Variant 48,48,Fluxicon Disco,2011-01-03 22:59:00+00:00,10
416,416,Amend Purchase Requisition,complete,Nico Ojenbeer,2011-01-04 11:04:00+00:00,Amend Purchase Requisition,Nico Ojenbeer,22,Variant 48,48,Fluxicon Disco,2011-01-04 10:32:00+00:00,13
417,417,Analyze Purchase Requisition,complete,Maris Freeman,2011-01-04 23:16:00+00:00,Analyze Purchase Requisition,Maris Freeman,22,Variant 48,48,Fluxicon Disco,2011-01-04 23:11:00+00:00,10
418,418,Create Request for Quotation,complete,Heinz Gutschmidt,2011-01-04 23:23:00+00:00,Create Request for Quotation,Heinz Gutschmidt,22,Variant 48,48,Fluxicon Disco,2011-01-04 23:21:00+00:00,11
419,419,Analyze Request for Quotation,complete,Magdalena Predutta,2011-01-05 10:57:00+00:00,Analyze Request for Quotation,Magdalena Predutta,22,Variant 48,48,Fluxicon Disco,2011-01-05 10:41:00+00:00,7
420,420,Amend Request for Quotation,complete,Miu Hanwan,2011-01-05 11:48:00+00:00,Amend Request for Quotation,Miu Hanwan,22,Variant 48,48,Fluxicon Disco,2011-01-05 11:38:00+00:00,16
421,421,Analyze Request for Quotation,complete,Karel de Groot,2011-01-06 20:26:00+00:00,Analyze Request for Quotation,Karel de Groot,22,Variant 48,48,Fluxicon Disco,2011-01-06 20:18:00+00:00,2
422,422,Send Request for Quotation to Supplier,complete,Magdalena Predutta,2011-01-07 02:11:00+00:00,Send Request for Quotation to Supplier,Magdalena Predutta,22,Variant 48,48,Fluxicon Disco,2011-01-07 01:59:00+00:00,7
423,423,Create Quotation comparison Map,complete,Magdalena Predutta,2011-01-07 08:14:00+00:00,Create Quotation comparison Map,Magdalena Predutta,22,Variant 48,48,Fluxicon Disco,2011-01-07 02:39:00+00:00,7
424,424,Analyze Quotation Comparison Map,complete,Miu Hanwan,2011-01-07 15:38:00+00:00,Analyze Quotation Comparison Map,Miu Hanwan,22,Variant 48,48,Fluxicon Disco,2011-01-07 15:04:00+00:00,16
425,425,Choose best option,complete,Penn Osterwalder,2011-01-07 15:38:00+00:00,Choose best option,Penn Osterwalder,22,Variant 48,48,Fluxicon Disco,2011-01-07 15:38:00+00:00,12
426,426,Settle Conditions With Supplier,complete,Karel de Groot,2011-01-08 20:13:00+00:00,Settle Conditions With Supplier,Karel de Groot,22,Variant 48,48,Fluxicon Disco,2011-01-08 15:02:00+00:00,2
427,427,Create Purchase Order,complete,Francois de Perrier,2011-01-09 11:47:00+00:00,Create Purchase Order,Francois de Perrier,22,Variant 48,48,Fluxicon Disco,2011-01-09 11:39:00+00:00,8
428,428,Confirm Purchase Order,complete,Karen Clarens,2011-01-10 04:26:00+00:00,Confirm Purchase Order,Karen Clarens,22,Variant 48,48,Fluxicon Disco,2011-01-10 03:52:00+00:00,23
429,429,Deliver Goods Services,complete,Karen Clarens,2011-01-12 01:23:00+00:00,Deliver Goods Services,Karen Clarens,22,Variant 48,48,Fluxicon Disco,2011-01-10 10:20:00+00:00,23
430,430,Release Purchase Order,complete,Nico Ojenbeer,2011-01-12 08:43:00+00:00,Release Purchase Order,Nico Ojenbeer,22,Variant 48,48,Fluxicon Disco,2011-01-12 08:42:00+00:00,13
431,431,Approve Purchase Order for payment,complete,Francois de Perrier,2011-01-12 12:18:00+00:00,Approve Purchase Order for payment,Francois de Perrier,22,Variant 48,48,Fluxicon Disco,2011-01-12 12:17:00+00:00,8
432,432,Send Invoice,complete,Esmeralda Clay,2011-01-12 18:52:00+00:00,Send Invoice,Esmeralda Clay,22,Variant 48,48,Fluxicon Disco,2011-01-12 18:52:00+00:00,21
433,433,Release Supplier's Invoice,complete,Pedro Alvares,2011-01-13 09:09:00+00:00,Release Supplier's Invoice,Pedro Alvares,22,Variant 48,48,Fluxicon Disco,2011-01-13 09:04:00+00:00,26
434,434,Authorize Supplier's Invoice payment,complete,Pedro Alvares,2011-01-13 09:09:00+00:00,Authorize Supplier's Invoice payment,Pedro Alvares,22,Variant 48,48,Fluxicon Disco,2011-01-13 09:09:00+00:00,26
435,435,Pay Invoice,complete,Pedro Alvares,2011-01-13 09:58:00+00:00,Pay Invoice,Pedro Alvares,22,Variant 48,48,Fluxicon Disco,2011-01-13 09:51:00+00:00,26
436,436,Create Purchase Requisition,complete,Penn Osterwalder,2011-01-03 04:41:00+00:00,Create Purchase Requisition,Penn Osterwalder,23,Variant 10,10,Fluxicon Disco,2011-01-03 03:54:00+00:00,12
437,437,Create Request for Quotation,complete,Esmana Liubiata,2011-01-03 10:59:00+00:00,Create Request for Quotation,Esmana Liubiata,23,Variant 10,10,Fluxicon Disco,2011-01-03 10:49:00+00:00,5
438,438,Analyze Request for Quotation,complete,Magdalena Predutta,2011-01-03 18:18:00+00:00,Analyze Request for Quotation,Magdalena Predutta,23,Variant 10,10,Fluxicon Disco,2011-01-03 17:52:00+00:00,7
439,439,Amend Request for Quotation,complete,Clement Duchot,2011-01-03 19:12:00+00:00,Amend Request for Quotation,Clement Duchot,23,Variant 10,10,Fluxicon Disco,2011-01-03 19:05:00+00:00,20
440,440,Analyze Request for Quotation,complete,Karel de Groot,2011-01-03 21:19:00+00:00,Analyze Request for Quotation,Karel de Groot,23,Variant 10,10,Fluxicon Disco,2011-01-03 20:54:00+00:00,2
441,441,Amend Request for Quotation,complete,Miu Hanwan,2011-01-03 22:31:00+00:00,Amend Request for Quotation,Miu Hanwan,23,Variant 10,10,Fluxicon Disco,2011-01-03 22:17:00+00:00,16
442,442,Analyze Request for Quotation,complete,Magdalena Predutta,2011-01-04 01:06:00+00:00,Analyze Request for Quotation,Magdalena Predutta,23,Variant 10,10,Fluxicon Disco,2011-01-04 00:45:00+00:00,7
443,443,Send Request for Quotation to Supplier,complete,Karel de Groot,2011-01-04 10:17:00+00:00,Send Request for Quotation to Supplier,Karel de Groot,23,Variant 10,10,Fluxicon Disco,2011-01-04 09:51:00+00:00,2
444,444,Create Quotation comparison Map,complete,Karel de Groot,2011-01-04 14:30:00+00:00,Create Quotation comparison Map,Karel de Groot,23,Variant 10,10,Fluxicon Disco,2011-01-04 10:56:00+00:00,2
445,445,Analyze Quotation Comparison Map,complete,Kim Passa,2011-01-04 21:34:00+00:00,Analyze Quotation Comparison Map,Kim Passa,23,Variant 10,10,Fluxicon Disco,2011-01-04 21:24:00+00:00,0
446,446,Choose best option,complete,Esmana Liubiata,2011-01-04 21:34:00+00:00,Choose best option,Esmana Liubiata,23,Variant 10,10,Fluxicon Disco,2011-01-04 21:34:00+00:00,5
447,447,Settle Conditions With Supplier,complete,Karel de Groot,2011-01-05 12:15:00+00:00,Settle Conditions With Supplier,Karel de Groot,23,Variant 10,10,Fluxicon Disco,2011-01-04 23:09:00+00:00,2
448,448,Create Purchase Order,complete,Karel de Groot,2011-01-05 14:16:00+00:00,Create Purchase Order,Karel de Groot,23,Variant 10,10,Fluxicon Disco,2011-01-05 14:04:00+00:00,2
449,449,Confirm Purchase Order,complete,Sean Manney,2011-01-05 18:37:00+00:00,Confirm Purchase Order,Sean Manney,23,Variant 10,10,Fluxicon Disco,2011-01-05 18:11:00+00:00,18
450,450,Deliver Goods Services,complete,Karen Clarens,2011-01-07 00:11:00+00:00,Deliver Goods Services,Karen Clarens,23,Variant 10,10,Fluxicon Disco,2011-01-06 05:42:00+00:00,23
451,451,Release Purchase Order,complete,Penn Osterwalder,2011-01-07 07:33:00+00:00,Release Purchase Order,Penn Osterwalder,23,Variant 10,10,Fluxicon Disco,2011-01-07 07:32:00+00:00,12
452,452,Approve Purchase Order for payment,complete,Magdalena Predutta,2011-01-07 16:54:00+00:00,Approve Purchase Order for payment,Magdalena Predutta,23,Variant 10,10,Fluxicon Disco,2011-01-07 16:53:00+00:00,7
453,453,Send Invoice,complete,Sean Manney,2011-01-08 18:28:00+00:00,Send Invoice,Sean Manney,23,Variant 10,10,Fluxicon Disco,2011-01-08 18:28:00+00:00,18
454,454,Release Supplier's Invoice,complete,Pedro Alvares,2011-01-09 08:58:00+00:00,Release Supplier's Invoice,Pedro Alvares,23,Variant 10,10,Fluxicon Disco,2011-01-09 08:53:00+00:00,26
455,455,Authorize Supplier's Invoice payment,complete,Pedro Alvares,2011-01-09 08:58:00+00:00,Authorize Supplier's Invoice payment,Pedro Alvares,23,Variant 10,10,Fluxicon Disco,2011-01-09 08:58:00+00:00,26
456,456,Pay Invoice,complete,Pedro Alvares,2011-01-09 09:36:00+00:00,Pay Invoice,Pedro Alvares,23,Variant 10,10,Fluxicon Disco,2011-01-09 09:26:00+00:00,26
457,457,Create Purchase Requisition,complete,Miu Hanwan,2011-01-03 08:34:00+00:00,Create Purchase Requisition,Miu Hanwan,24,Variant 8,8,Fluxicon Disco,2011-01-03 08:18:00+00:00,16
458,458,Create Request for Quotation,complete,Nico Ojenbeer,2011-01-03 11:09:00+00:00,Create Request for Quotation,Nico Ojenbeer,24,Variant 8,8,Fluxicon Disco,2011-01-03 11:02:00+00:00,13
459,459,Analyze Request for Quotation,complete,Francois de Perrier,2011-01-03 18:41:00+00:00,Analyze Request for Quotation,Francois de Perrier,24,Variant 8,8,Fluxicon Disco,2011-01-03 18:16:00+00:00,8
460,460,Amend Request for Quotation,complete,Heinz Gutschmidt,2011-01-04 10:56:00+00:00,Amend Request for Quotation,Heinz Gutschmidt,24,Variant 8,8,Fluxicon Disco,2011-01-04 10:41:00+00:00,11
461,461,Analyze Request for Quotation,complete,Karel de Groot,2011-01-04 15:11:00+00:00,Analyze Request for Quotation,Karel de Groot,24,Variant 8,8,Fluxicon Disco,2011-01-04 14:52:00+00:00,2
462,462,Send Request for Quotation to Supplier,complete,Karel de Groot,2011-01-05 12:33:00+00:00,Send Request for Quotation to Supplier,Karel de Groot,24,Variant 8,8,Fluxicon Disco,2011-01-05 12:15:00+00:00,2
463,463,Create Quotation comparison Map,complete,Magdalena Predutta,2011-01-06 00:41:00+00:00,Create Quotation comparison Map,Magdalena Predutta,24,Variant 8,8,Fluxicon Disco,2011-01-05 23:24:00+00:00,7
464,464,Analyze Quotation Comparison Map,complete,Kim Passa,2011-01-06 07:54:00+00:00,Analyze Quotation Comparison Map,Kim Passa,24,Variant 8,8,Fluxicon Disco,2011-01-06 07:28:00+00:00,0
465,465,Choose best option,complete,Immanuel Karagianni,2011-01-06 07:54:00+00:00,Choose best option,Immanuel Karagianni,24,Variant 8,8,Fluxicon Disco,2011-01-06 07:54:00+00:00,1
466,466,Settle Conditions With Supplier,complete,Karel de Groot,2011-01-06 19:34:00+00:00,Settle Conditions With Supplier,Karel de Groot,24,Variant 8,8,Fluxicon Disco,2011-01-06 12:36:00+00:00,2
467,467,Create Purchase Order,complete,Magdalena Predutta,2011-01-06 21:11:00+00:00,Create Purchase Order,Magdalena Predutta,24,Variant 8,8,Fluxicon Disco,2011-01-06 21:05:00+00:00,7
468,468,Confirm Purchase Order,complete,Kiu Kan,2011-01-07 06:33:00+00:00,Confirm Purchase Order,Kiu Kan,24,Variant 8,8,Fluxicon Disco,2011-01-07 06:19:00+00:00,24
469,469,Deliver Goods Services,complete,Esmeralda Clay,2011-01-09 10:22:00+00:00,Deliver Goods Services,Esmeralda Clay,24,Variant 8,8,Fluxicon Disco,2011-01-07 14:31:00+00:00,21
470,470,Release Purchase Order,complete,Alberto Duport,2011-01-09 18:29:00+00:00,Release Purchase Order,Alberto Duport,24,Variant 8,8,Fluxicon Disco,2011-01-09 18:28:00+00:00,3
471,471,Approve Purchase Order for payment,complete,Karel de Groot,2011-01-12 07:00:00+00:00,Approve Purchase Order for payment,Karel de Groot,24,Variant 8,8,Fluxicon Disco,2011-01-12 06:59:00+00:00,2
472,472,Send Invoice,complete,Carmen Finacse,2011-01-14 22:22:00+00:00,Send Invoice,Carmen Finacse,24,Variant 8,8,Fluxicon Disco,2011-01-14 22:22:00+00:00,22
473,473,Release Supplier's Invoice,complete,Pedro Alvares,2011-01-15 12:49:00+00:00,Release Supplier's Invoice,Pedro Alvares,24,Variant 8,8,Fluxicon Disco,2011-01-15 12:46:00+00:00,26
474,474,Authorize Supplier's Invoice payment,complete,Pedro Alvares,2011-01-15 12:49:00+00:00,Authorize Supplier's Invoice payment,Pedro Alvares,24,Variant 8,8,Fluxicon Disco,2011-01-15 12:49:00+00:00,26
475,475,Pay Invoice,complete,Karalda Nimwada,2011-01-15 13:22:00+00:00,Pay Invoice,Karalda Nimwada,24,Variant 8,8,Fluxicon Disco,2011-01-15 13:16:00+00:00,25
476,476,Create Purchase Requisition,complete,Anna Kaufmann,2011-01-03 13:08:00+00:00,Create Purchase Requisition,Anna Kaufmann,25,Variant 1,1,Fluxicon Disco,2011-01-03 12:19:00+00:00,17
477,477,Analyze Purchase Requisition,complete,Francis Odell,2011-01-04 07:15:00+00:00,Analyze Purchase Requisition,Francis Odell,25,Variant 1,1,Fluxicon Disco,2011-01-04 07:11:00+00:00,15
478,478,Create Request for Quotation,complete,Heinz Gutschmidt,2011-01-04 07:23:00+00:00,Create Request for Quotation,Heinz Gutschmidt,25,Variant 1,1,Fluxicon Disco,2011-01-04 07:22:00+00:00,11
479,479,Analyze Request for Quotation,complete,Francois de Perrier,2011-01-04 09:02:00+00:00,Analyze Request for Quotation,Francois de Perrier,25,Variant 1,1,Fluxicon Disco,2011-01-04 08:27:00+00:00,8
480,480,Send Request for Quotation to Supplier,complete,Karel de Groot,2011-01-04 10:51:00+00:00,Send Request for Quotation to Supplier,Karel de Groot,25,Variant 1,1,Fluxicon Disco,2011-01-04 10:30:00+00:00,2
481,481,Create Quotation comparison Map,complete,Magdalena Predutta,2011-01-04 23:06:00+00:00,Create Quotation comparison Map,Magdalena Predutta,25,Variant 1,1,Fluxicon Disco,2011-01-04 20:40:00+00:00,7
482,482,Analyze Quotation Comparison Map,complete,Elvira Lores,2011-01-05 05:51:00+00:00,Analyze Quotation Comparison Map,Elvira Lores,25,Variant 1,1,Fluxicon Disco,2011-01-05 05:29:00+00:00,19
483,483,Choose best option,complete,Fjodor Kowalski,2011-01-05 05:51:00+00:00,Choose best option,Fjodor Kowalski,25,Variant 1,1,Fluxicon Disco,2011-01-05 05:51:00+00:00,4
484,484,Settle Conditions With Supplier,complete,Magdalena Predutta,2011-01-05 22:54:00+00:00,Settle Conditions With Supplier,Magdalena Predutta,25,Variant 1,1,Fluxicon Disco,2011-01-05 10:57:00+00:00,7
485,485,Create Purchase Order,complete,Francois de Perrier,2011-01-06 07:41:00+00:00,Create Purchase Order,Francois de Perrier,25,Variant 1,1,Fluxicon Disco,2011-01-06 07:29:00+00:00,8
486,486,Confirm Purchase Order,complete,Esmeralda Clay,2011-01-06 11:58:00+00:00,Confirm Purchase Order,Esmeralda Clay,25,Variant 1,1,Fluxicon Disco,2011-01-06 11:43:00+00:00,21
487,487,Deliver Goods Services,complete,Karen Clarens,2011-01-07 15:12:00+00:00,Deliver Goods Services,Karen Clarens,25,Variant 1,1,Fluxicon Disco,2011-01-07 00:31:00+00:00,23
488,488,Release Purchase Order,complete,Christian Francois,2011-01-07 22:19:00+00:00,Release Purchase Order,Christian Francois,25,Variant 1,1,Fluxicon Disco,2011-01-07 22:18:00+00:00,6
489,489,Approve Purchase Order for payment,complete,Francois de Perrier,2011-01-09 07:35:00+00:00,Approve Purchase Order for payment,Francois de Perrier,25,Variant 1,1,Fluxicon Disco,2011-01-09 07:34:00+00:00,8
490,490,Send Invoice,complete,Karen Clarens,2011-01-10 05:11:00+00:00,Send Invoice,Karen Clarens,25,Variant 1,1,Fluxicon Disco,2011-01-10 05:11:00+00:00,23
491,491,Release Supplier's Invoice,complete,Karalda Nimwada,2011-01-10 19:41:00+00:00,Release Supplier's Invoice,Karalda Nimwada,25,Variant 1,1,Fluxicon Disco,2011-01-10 19:35:00+00:00,25
492,492,Authorize Supplier's Invoice payment,complete,Pedro Alvares,2011-01-10 19:43:00+00:00,Authorize Supplier's Invoice payment,Pedro Alvares,25,Variant 1,1,Fluxicon Disco,2011-01-10 19:43:00+00:00,26
493,493,Pay Invoice,complete,Karalda Nimwada,2011-01-10 20:43:00+00:00,Pay Invoice,Karalda Nimwada,25,Variant 1,1,Fluxicon Disco,2011-01-10 20:34:00+00:00,25
494,494,Create Purchase Requisition,complete,Tesca Lobes,2011-01-03 21:51:00+00:00,Create Purchase Requisition,Tesca Lobes,26,Variant 24,24,Fluxicon Disco,2011-01-03 21:09:00+00:00,9
495,495,Analyze Purchase Requisition,complete,Maris Freeman,2011-01-04 13:54:00+00:00,Analyze Purchase Requisition,Maris Freeman,26,Variant 24,24,Fluxicon Disco,2011-01-04 13:46:00+00:00,10
496,496,Create Request for Quotation,complete,Heinz Gutschmidt,2011-01-04 14:00:00+00:00,Create Request for Quotation,Heinz Gutschmidt,26,Variant 24,24,Fluxicon Disco,2011-01-04 13:58:00+00:00,11
497,497,Analyze Request for Quotation,complete,Karel de Groot,2011-01-04 16:26:00+00:00,Analyze Request for Quotation,Karel de Groot,26,Variant 24,24,Fluxicon Disco,2011-01-04 16:12:00+00:00,2
498,498,Amend Request for Quotation,complete,Elvira Lores,2011-01-04 17:24:00+00:00,Amend Request for Quotation,Elvira Lores,26,Variant 24,24,Fluxicon Disco,2011-01-04 17:18:00+00:00,19
499,499,Analyze Request for Quotation,complete,Magdalena Predutta,2011-01-04 18:46:00+00:00,Analyze Request for Quotation,Magdalena Predutta,26,Variant 24,24,Fluxicon Disco,2011-01-04 18:30:00+00:00,7
500,500,Amend Request for Quotation,complete,Miu Hanwan,2011-01-04 19:50:00+00:00,Amend Request for Quotation,Miu Hanwan,26,Variant 24,24,Fluxicon Disco,2011-01-04 19:39:00+00:00,16
501,501,Analyze Request for Quotation,complete,Karel de Groot,2011-01-04 22:10:00+00:00,Analyze Request for Quotation,Karel de Groot,26,Variant 24,24,Fluxicon Disco,2011-01-04 21:43:00+00:00,2
502,502,Amend Request for Quotation,complete,Immanuel Karagianni,2011-01-04 23:18:00+00:00,Amend Request for Quotation,Immanuel Karagianni,26,Variant 24,24,Fluxicon Disco,2011-01-04 23:03:00+00:00,1
503,503,Analyze Request for Quotation,complete,Karel de Groot,2011-01-06 21:56:00+00:00,Analyze Request for Quotation,Karel de Groot,26,Variant 24,24,Fluxicon Disco,2011-01-06 21:33:00+00:00,2
504,504,Amend Request for Quotation,complete,Alberto Duport,2011-01-06 22:54:00+00:00,Amend Request for Quotation,Alberto Duport,26,Variant 24,24,Fluxicon Disco,2011-01-06 22:46:00+00:00,3
505,505,Analyze Request for Quotation,complete,Karel de Groot,2011-01-07 01:49:00+00:00,Analyze Request for Quotation,Karel de Groot,26,Variant 24,24,Fluxicon Disco,2011-01-07 01:20:00+00:00,2
506,506,Amend Request for Quotation,complete,Christian Francois,2011-01-07 02:51:00+00:00,Amend Request for Quotation,Christian Francois,26,Variant 24,24,Fluxicon Disco,2011-01-07 02:39:00+00:00,6
507,507,Analyze Request for Quotation,complete,Magdalena Predutta,2011-01-07 08:44:00+00:00,Analyze Request for Quotation,Magdalena Predutta,26,Variant 24,24,Fluxicon Disco,2011-01-07 08:14:00+00:00,7
508,508,Send Request for Quotation to Supplier,complete,Magdalena Predutta,2011-01-09 07:17:00+00:00,Send Request for Quotation to Supplier,Magdalena Predutta,26,Variant 24,24,Fluxicon Disco,2011-01-09 07:03:00+00:00,7
509,509,Create Quotation comparison Map,complete,Karel de Groot,2011-01-10 14:50:00+00:00,Create Quotation comparison Map,Karel de Groot,26,Variant 24,24,Fluxicon Disco,2011-01-10 11:06:00+00:00,2
510,510,Analyze Quotation Comparison Map,complete,Clement Duchot,2011-01-10 22:17:00+00:00,Analyze Quotation Comparison Map,Clement Duchot,26,Variant 24,24,Fluxicon Disco,2011-01-10 21:58:00+00:00,20
511,511,Choose best option,complete,Anna Kaufmann,2011-01-10 22:17:00+00:00,Choose best option,Anna Kaufmann,26,Variant 24,24,Fluxicon Disco,2011-01-10 22:17:00+00:00,17
512,512,Settle Conditions With Supplier,complete,Karel de Groot,2011-01-12 00:51:00+00:00,Settle Conditions With Supplier,Karel de Groot,26,Variant 24,24,Fluxicon Disco,2011-01-11 16:00:00+00:00,2
513,513,Create Purchase Order,complete,Karel de Groot,2011-01-12 08:28:00+00:00,Create Purchase Order,Karel de Groot,26,Variant 24,24,Fluxicon Disco,2011-01-12 08:18:00+00:00,2
514,514,Confirm Purchase Order,complete,Sean Manney,2011-01-13 05:50:00+00:00,Confirm Purchase Order,Sean Manney,26,Variant 24,24,Fluxicon Disco,2011-01-13 05:26:00+00:00,18
515,515,Deliver Goods Services,complete,Karen Clarens,2011-01-14 04:27:00+00:00,Deliver Goods Services,Karen Clarens,26,Variant 24,24,Fluxicon Disco,2011-01-13 13:03:00+00:00,23
516,516,Release Purchase Order,complete,Anne Olwada,2011-01-14 11:47:00+00:00,Release Purchase Order,Anne Olwada,26,Variant 24,24,Fluxicon Disco,2011-01-14 11:46:00+00:00,14
517,517,Approve Purchase Order for payment,complete,Magdalena Predutta,2011-01-14 17:00:00+00:00,Approve Purchase Order for payment,Magdalena Predutta,26,Variant 24,24,Fluxicon Disco,2011-01-14 16:59:00+00:00,7
518,518,Send Invoice,complete,Sean Manney,2011-01-15 04:51:00+00:00,Send Invoice,Sean Manney,26,Variant 24,24,Fluxicon Disco,2011-01-15 04:51:00+00:00,18
519,519,Release Supplier's Invoice,complete,Karalda Nimwada,2011-01-15 19:05:00+00:00,Release Supplier's Invoice,Karalda Nimwada,26,Variant 24,24,Fluxicon Disco,2011-01-15 19:02:00+00:00,25
520,520,Authorize Supplier's Invoice payment,complete,Pedro Alvares,2011-01-15 19:05:00+00:00,Authorize Supplier's Invoice payment,Pedro Alvares,26,Variant 24,24,Fluxicon Disco,2011-01-15 19:05:00+00:00,26
521,521,Pay Invoice,complete,Karalda Nimwada,2011-01-15 19:23:00+00:00,Pay Invoice,Karalda Nimwada,26,Variant 24,24,Fluxicon Disco,2011-01-15 19:17:00+00:00,25
522,522,Create Purchase Requisition,complete,Alberto Duport,2011-01-03 23:16:00+00:00,Create Purchase Requisition,Alberto Duport,27,Variant 1,1,Fluxicon Disco,2011-01-03 22:22:00+00:00,3
523,523,Analyze Purchase Requisition,complete,Francis Odell,2011-01-04 11:32:00+00:00,Analyze Purchase Requisition,Francis Odell,27,Variant 1,1,Fluxicon Disco,2011-01-04 11:27:00+00:00,15
524,524,Create Request for Quotation,complete,Maris Freeman,2011-01-04 11:39:00+00:00,Create Request for Quotation,Maris Freeman,27,Variant 1,1,Fluxicon Disco,2011-01-04 11:37:00+00:00,10
525,525,Analyze Request for Quotation,complete,Karel de Groot,2011-01-04 15:51:00+00:00,Analyze Request for Quotation,Karel de Groot,27,Variant 1,1,Fluxicon Disco,2011-01-04 15:23:00+00:00,2
526,526,Send Request for Quotation to Supplier,complete,Karel de Groot,2011-01-04 23:09:00+00:00,Send Request for Quotation to Supplier,Karel de Groot,27,Variant 1,1,Fluxicon Disco,2011-01-04 22:48:00+00:00,2
527,527,Create Quotation comparison Map,complete,Magdalena Predutta,2011-01-05 10:41:00+00:00,Create Quotation comparison Map,Magdalena Predutta,27,Variant 1,1,Fluxicon Disco,2011-01-05 05:34:00+00:00,7
528,528,Analyze Quotation Comparison Map,complete,Alberto Duport,2011-01-05 17:25:00+00:00,Analyze Quotation Comparison Map,Alberto Duport,27,Variant 1,1,Fluxicon Disco,2011-01-05 17:08:00+00:00,3
